State,year,Annual Average Pay,County,dispensaries_cnt,Unemployment Rate,Latitude,Longitude,deaths,Population,multiple_cod,opioid_related
FL,2015,48766,Broward County,3,5.1,26.193535,-80.476683,38,1896425,Other opioids,TRUE
FL,2015,35934,Clay County,,5,29.986584,-81.865036,26,203967,Other opioids,TRUE
FL,2015,45020,Collier County,1,5.2,26.118786,-81.400955,21,357305,Other opioids,TRUE
FL,2015,49678,Duval County,1,5.8,30.335245,-81.648113,73,913010,Other opioids,TRUE
FL,2015,40954,Escambia County,,5.5,30.611638,-87.3389,24,311003,Other opioids,TRUE
FL,2015,49951,Hillsborough County,1,5,27.906607,-82.349719,69,1349050,Other opioids,TRUE
FL,2015,40933,Lee County,2,5.1,26.559035,-81.891994,31,701982,Other opioids,TRUE
FL,2015,39474,Manatee County,,5,27.481682,-82.368767,35,363369,Other opioids,TRUE
FL,2015,50548,Miami-Dade County,1,5.9,25.61058,-80.499137,42,2693117,Other opioids,TRUE
FL,2015,42630,Okaloosa County,,4.5,30.665851,-86.594187,14,198664,Other opioids,TRUE
FL,2015,46021,Orange County,,5,28.514435,-81.323295,53,1288126,Other opioids,TRUE
FL,2015,35870,Osceola County,,5.7,28.059027,-81.139312,13,323993,Other opioids,TRUE
FL,2015,51372,Palm Beach County,3,5.1,26.649124,-80.448374,39,1422789,Other opioids,TRUE
FL,2015,36463,Pasco County,,5.8,28.307465,-82.464584,19,497909,Other opioids,TRUE
FL,2015,46064,Pinellas County,4,4.9,27.903122,-82.739518,24,949827,Other opioids,TRUE
FL,2015,39364,Polk County,,6.3,27.953115,-81.692783,11,650092,Other opioids,TRUE
FL,2015,35187,Santa Rosa County,,4.8,30.701838,-87.012762,12,167040,Other opioids,TRUE
FL,2015,42884,Sarasota County,1,5,27.184386,-82.365835,36,405549,Other opioids,TRUE
FL,2015,43666,Seminole County,1,4.9,28.690092,-81.131989,21,449144,Other opioids,TRUE
FL,2015,37196,Volusia County,,5.8,29.057769,-81.161792,44,517887,Other opioids,TRUE
GA,2015,39358,Carroll County,,6.7,33.582237,-85.080527,10,114545,Other opioids,TRUE
GA,2015,44396,Chatham County,,5.8,31.98041,-81.085196,11,286956,Other opioids,TRUE
GA,2015,38714,Cherokee County,,4.7,34.244317,-84.475057,19,235900,Other opioids,TRUE
GA,2015,48990,Clayton County,,7.6,33.542686,-84.355573,10,273955,Other opioids,TRUE
GA,2015,55417,Cobb County,,5.1,33.93994,-84.574166,40,741334,Other opioids,TRUE
GA,2015,53022,DeKalb County,,6,33.770661,-84.226343,19,734871,Other opioids,TRUE
GA,2015,35573,Douglas County,,6.3,33.699317,-84.765944,10,140733,Other opioids,TRUE
GA,2015,48681,Forsyth County,,4.5,34.225143,-84.127435,10,212438,Other opioids,TRUE
GA,2015,70623,Fulton County,,6,33.790034,-84.468182,36,1010562,Other opioids,TRUE
GA,2015,51298,Gwinnett County,,5.2,33.959148,-84.023085,26,895823,Other opioids,TRUE
GA,2015,34034,Paulding County,,5.2,33.921026,-84.867162,16,152238,Other opioids,TRUE
GA,2015,43313,Richmond County,,7.4,33.361487,-82.074998,17,201793,Other opioids,TRUE
HI,2015,48838,Honolulu County,,,21.461365,-158.201974,24,998714,Other opioids,TRUE
ID,2015,45312,Ada County,,3.7,43.451477,-116.244376,10,434211,Other opioids,TRUE
IL,2015,61915,Cook County,6,6.2,41.894294,-87.645455,66,5238216,Other opioids,TRUE
IL,2015,60902,DuPage County,1,4.7,41.852058,-88.086038,22,933736,Other opioids,TRUE
IL,2015,72500,Lake County,,5.3,42.326435,-87.436033,15,703910,Other opioids,TRUE
IL,2015,43075,McHenry County,,5.4,42.324298,-88.452245,11,307343,Other opioids,TRUE
IL,2015,42318,Madison County,,5.9,38.827082,-89.900195,14,266209,Other opioids,TRUE
IL,2015,52674,Sangamon County,1,5.1,39.757258,-89.662032,13,198712,Other opioids,TRUE
IL,2015,45565,Will County,2,6.2,41.448474,-87.978456,16,687263,Other opioids,TRUE
IN,2015,46812,Howard County,,5,40.483537,-86.114118,11,82556,Other opioids,TRUE
IN,2015,35950,Madison County,,5.7,40.166203,-85.722454,10,129723,Other opioids,TRUE
IN,2015,52647,Marion County,,5.1,39.782976,-86.135794,19,939020,Other opioids,TRUE
IA,2015,53214,Polk County,,3.7,41.684816,-93.568971,19,467711,Other opioids,TRUE
KS,2015,54235,Johnson County,,3.4,38.883907,-94.82233,16,580159,Other opioids,TRUE
KS,2015,46146,Sedgwick County,,4.8,37.681045,-97.461054,10,511574,Other opioids,TRUE
KS,2015,42274,Shawnee County,,4.3,39.041805,-95.755664,10,178725,Other opioids,TRUE
KY,2015,32388,Bell County,,8.5,36.72268,-83.681046,13,27337,Other opioids,TRUE
KY,2015,44817,Boone County,,4.1,38.974595,-84.731431,11,127712,Other opioids,TRUE
KY,2015,46196,Boyd County,,6.9,38.360004,-82.681406,11,48325,Other opioids,TRUE
KY,2015,46302,Fayette County,,3.9,38.040676,-84.458274,27,314488,Other opioids,TRUE
KY,2015,37299,Floyd County,,9.2,37.559878,-82.743361,13,37756,Other opioids,TRUE
KY,2015,51388,Jefferson County,,4.8,38.189532,-85.657624,26,763623,Other opioids,TRUE
KY,2015,49002,Kenton County,,4.5,38.930503,-84.533438,17,165012,Other opioids,TRUE
KY,2015,37081,Madison County,,4.4,37.723592,-84.276998,18,87824,Other opioids,TRUE
KY,2015,40920,Pike County,,9.3,37.486031,-82.410913,16,61792,Other opioids,TRUE
LA,2015,46763,Jefferson Parish,,5.8,29.5033,-90.036231,18,436275,Other opioids,TRUE
LA,2015,44533,St. Tammany Parish,,5.4,30.410022,-89.951962,32,250088,Other opioids,TRUE
ME,2015,39483,Androscoggin County,,4.1,44.167681,-70.207435,13,107233,Other opioids,TRUE
ME,2015,47508,Cumberland County,3,3.3,43.808348,-70.330375,21,289977,Other opioids,TRUE
ME,2015,39847,Kennebec County,2,4.2,44.417012,-69.765764,12,119980,Other opioids,TRUE
ME,2015,41312,York County,1,3.9,43.426019,-70.668425,19,201169,Other opioids,TRUE
MD,2015,55711,Anne Arundel County,2,4.4,38.993579,-76.56048,45,564195,Other opioids,TRUE
MD,2015,52344,Baltimore County,1,5.3,39.443167,-76.616569,71,831128,Other opioids,TRUE
MD,2015,41309,Carroll County,,4.2,39.563301,-77.015368,13,167627,Other opioids,TRUE
MD,2015,43046,Charles County,1,5,38.472853,-77.015427,10,156118,Other opioids,TRUE
MD,2015,49206,Frederick County,,4.5,39.470429,-77.397624,11,245322,Other opioids,TRUE
MD,2015,50125,Harford County,,4.9,39.537429,-76.299789,17,250290,Other opioids,TRUE
MD,2015,63992,Howard County,2,3.8,39.252264,-76.924406,14,313414,Other opioids,TRUE
MD,2015,70229,Montgomery County,7,3.9,39.137381,-77.203063,26,1040116,Other opioids,TRUE
MD,2015,54646,Prince George's County,,5.3,38.82588,-76.847272,18,909535,Other opioids,TRUE
MD,2015,40236,Washington County,,5.6,39.603621,-77.814671,23,149585,Other opioids,TRUE
MD,2015,32012,Worcester County,,10.6,38.222133,-75.309931,10,51540,Other opioids,TRUE
MD,2015,,Baltimore city,2,7.5,39.300032,-76.610476,98,621849,Other opioids,TRUE
MA,2015,48130,Bristol County,3,6.1,41.746863,-71.090509,13,556772,Other opioids,TRUE
MA,2015,55057,Essex County,3,5,42.642711,-70.865107,24,776043,Other opioids,TRUE
MA,2015,47761,Hampden County,2,6.6,42.136198,-72.635648,20,470690,Other opioids,TRUE
MA,2015,79228,Middlesex County,5,3.9,42.481711,-71.394917,61,1585139,Other opioids,TRUE
MA,2015,61918,Norfolk County,4,4.3,42.17175,-71.181115,26,696023,Other opioids,TRUE
MA,2015,49071,Plymouth County,2,5.1,41.987196,-70.741942,19,510393,Other opioids,TRUE
MA,2015,89924,Suffolk County,1,4.5,42.33196,-71.020173,19,778121,Other opioids,TRUE
MA,2015,51929,Worcester County,2,5.2,42.311693,-71.940282,20,818963,Other opioids,TRUE
MI,2015,48307,Calhoun County,,5.1,42.24299,-85.012385,17,134314,Other opioids,TRUE
MI,2015,44793,Eaton County,,4.4,42.589614,-84.846524,10,108801,Other opioids,TRUE
MI,2015,43622,Genesee County,,6.1,43.021077,-83.706372,11,410849,Other opioids,TRUE
MI,2015,49046,Ingham County,,4.7,42.603534,-84.373811,18,286085,Other opioids,TRUE
MI,2015,46358,Kent County,2,3.7,43.032497,-85.547446,20,636369,Other opioids,TRUE
MI,2015,52049,Macomb County,4,5.8,42.671467,-82.910869,33,864840,Other opioids,TRUE
MI,2015,46352,Monroe County,,4.5,41.916097,-83.487106,10,149568,Other opioids,TRUE
MI,2015,40383,Muskegon County,,5.8,43.289258,-86.751892,12,172790,Other opioids,TRUE
MI,2015,44298,Ottawa County,,3.6,42.942461,-86.654946,11,279955,Other opioids,TRUE
MI,2015,54985,Washtenaw County,,3.7,42.252327,-83.844634,16,358880,Other opioids,TRUE
MI,2015,58133,Wayne County,2,6.9,42.284664,-83.261953,106,1759335,Other opioids,TRUE
MN,2015,51382,Dakota County,,3.3,44.670893,-93.062481,11,414686,Other opioids,TRUE
MN,2015,66104,Hennepin County,,3.3,45.006121,-93.475228,34,1223149,Other opioids,TRUE
MN,2015,59710,Ramsey County,,3.6,45.01525,-93.100141,14,538133,Other opioids,TRUE
MS,2015,33270,DeSoto County,,4.8,34.874266,-89.99324,10,173323,Other opioids,TRUE
MO,2015,47142,Clay County,,4.5,39.315551,-94.421502,11,235637,Other opioids,TRUE
MO,2015,39764,Greene County,,4.1,37.258196,-93.340641,21,288072,Other opioids,TRUE
MO,2015,52781,Jackson County,,5.9,39.005441,-94.343326,35,687623,Other opioids,TRUE
MO,2015,34857,Jefferson County,,4.8,38.257599,-90.543542,15,224124,Other opioids,TRUE
MO,2015,42675,St. Charles County,,3.8,38.781102,-90.674915,18,385590,Other opioids,TRUE
MO,2015,55491,St. Louis County,,4.6,38.640702,-90.445954,38,1003362,Other opioids,TRUE
MO,2015,,St. Louis city,,6,38.635699,-90.244582,16,315685,Other opioids,TRUE
NE,2015,49092,Douglas County,,3.4,41.297091,-96.154066,15,550064,Other opioids,TRUE
NV,2015,45013,Clark County,15,6.9,36.214257,-115.013812,186,2114801,Other opioids,TRUE
NV,2015,46078,Washoe County,2,6.3,40.734015,-119.662272,43,446903,Other opioids,TRUE
NV,2015,47257,Carson City,,7.3,39.15306,-119.747379,12,54521,Other opioids,TRUE
NH,2015,57175,Hillsborough County,,3.5,42.911532,-71.723055,16,406678,Other opioids,TRUE
NH,2015,51972,Rockingham County,,3.6,42.988599,-71.099072,14,301777,Other opioids,TRUE
NJ,2015,43711,Atlantic County,,9.6,39.469354,-74.633758,14,274219,Other opioids,TRUE
NJ,2015,63162,Bergen County,,4.7,40.959698,-74.074727,25,938506,Other opioids,TRUE
NJ,2015,64781,Essex County,,6.9,40.7874,-74.246292,17,797434,Other opioids,TRUE
NJ,2015,71682,Hudson County,,5.4,40.731375,-74.078601,18,674836,Other opioids,TRUE
NJ,2015,68841,Mercer County,,5,40.282503,-74.703724,14,371398,Other opioids,TRUE
NJ,2015,63556,Middlesex County,,5.2,40.439613,-74.407579,21,840900,Other opioids,TRUE
NJ,2015,51671,Monmouth County,,5.2,40.287048,-74.152446,24,628715,Other opioids,TRUE
NJ,2015,79853,Morris County,,4.4,40.858581,-74.547427,16,499509,Other opioids,TRUE
NJ,2015,42098,Ocean County,,6.2,39.865669,-74.258864,13,588721,Other opioids,TRUE
NJ,2015,67345,Union County,,6.1,40.659871,-74.308696,17,555786,Other opioids,TRUE
NM,2015,44449,Bernalillo County,,5.9,35.054002,-106.669064,58,676685,Other opioids,TRUE
NM,2015,36259,Dona Ana County,,7.3,32.350912,-106.832182,13,214295,Other opioids,TRUE
NM,2015,43370,Santa Fe County,,5.4,35.514324,-105.965771,21,148686,Other opioids,TRUE
NY,2015,48936,Bronx County,1,7.8,40.848711,-73.852939,45,1455444,Other opioids,TRUE
NY,2015,50693,Dutchess County,,4.5,41.75477,-73.740041,20,295754,Other opioids,TRUE
NY,2015,46169,Erie County,1,5.3,42.752759,-78.778192,84,922578,Other opioids,TRUE
NY,2015,44049,Kings County,2,5.9,40.635045,-73.95064,69,2636735,Other opioids,TRUE
NY,2015,49170,Monroe County,1,5.1,43.464475,-77.664656,20,749600,Other opioids,TRUE
NY,2015,58548,Nassau County,1,4.2,40.729612,-73.589414,75,1361350,Other opioids,TRUE
NY,2015,113682,New York County,5,4.9,40.776642,-73.970187,35,1644518,Other opioids,TRUE
NY,2015,39836,Niagara County,,6.2,43.456731,-78.792142,18,212652,Other opioids,TRUE
NY,2015,40523,Oneida County,,5.3,43.242727,-75.434282,10,232500,Other opioids,TRUE
NY,2015,48025,Onondaga County,,4.9,43.006516,-76.196134,20,468463,Other opioids,TRUE
NY,2015,43803,Orange County,,4.7,41.40241,-74.306252,27,377647,Other opioids,TRUE
NY,2015,49325,Queens County,1,5,40.658566,-73.838017,36,2339150,Other opioids,TRUE
NY,2015,45751,Richmond County,,5.8,40.561263,-74.1399,30,474558,Other opioids,TRUE
NY,2015,56185,Suffolk County,,4.7,40.943554,-72.692218,52,1501587,Other opioids,TRUE
NY,2015,69701,Westchester County,1,4.5,41.15277,-73.745912,31,976396,Other opioids,TRUE
NC,2015,36721,Brunswick County,,7.3,34.038754,-78.227765,12,122765,Other opioids,TRUE
NC,2015,39713,Buncombe County,,4.4,35.609371,-82.530426,13,253178,Other opioids,TRUE
NC,2015,34899,Burke County,,5.6,35.746182,-81.70618,24,88842,Other opioids,TRUE
NC,2015,34328,Caldwell County,,6.3,35.957915,-81.530002,15,81287,Other opioids,TRUE
NC,2015,31141,Carteret County,,5.9,34.858343,-76.53586,10,68879,Other opioids,TRUE
NC,2015,40056,Catawba County,,5.5,35.661883,-81.214906,11,155056,Other opioids,TRUE
NC,2015,36595,Cleveland County,,6.4,35.33463,-81.557114,11,96879,Other opioids,TRUE
NC,2015,40967,Craven County,,6.1,35.116829,-77.08132,11,103451,Other opioids,TRUE
NC,2015,40086,Cumberland County,,7.3,35.050192,-78.828719,18,323838,Other opioids,TRUE
NC,2015,36429,Davidson County,,5.6,35.795131,-80.207107,12,164622,Other opioids,TRUE
NC,2015,49423,Forsyth County,,5.5,36.132466,-80.256961,23,369019,Other opioids,TRUE
NC,2015,38468,Gaston County,,6,35.293344,-81.177256,17,213442,Other opioids,TRUE
NC,2015,45750,Guilford County,,5.9,36.079065,-79.788665,16,517600,Other opioids,TRUE
NC,2015,36916,Henderson County,,4.8,35.336415,-82.479741,10,112655,Other opioids,TRUE
NC,2015,36461,Johnston County,,5.2,35.5134,-78.367311,15,185660,Other opioids,TRUE
NC,2015,62388,Mecklenburg County,,5.4,35.246862,-80.833832,25,1034070,Other opioids,TRUE
NC,2015,41471,New Hanover County,,5.4,34.177875,-77.869674,12,220358,Other opioids,TRUE
NC,2015,32521,Onslow County,,5.9,34.763109,-77.499469,10,186311,Other opioids,TRUE
NC,2015,34245,Randolph County,,5.7,35.709915,-79.806215,16,142799,Other opioids,TRUE
NC,2015,31611,Robeson County,,8.5,34.63921,-79.100881,11,134197,Other opioids,TRUE
NC,2015,40882,Rowan County,,6.1,35.641329,-80.521722,12,139142,Other opioids,TRUE
NC,2015,40767,Union County,,4.9,34.991817,-80.530435,10,222742,Other opioids,TRUE
NC,2015,52759,Wake County,,4.7,35.789846,-78.650624,22,1024198,Other opioids,TRUE
NC,2015,34010,Wilkes County,,5.7,36.208883,-81.166095,19,68502,Other opioids,TRUE
OH,2015,41169,Allen County,,4.8,40.771627,-84.106103,10,104425,Other opioids,TRUE
OH,2015,46219,Butler County,,4.6,39.439747,-84.565734,31,376353,Other opioids,TRUE
OH,2015,36989,Clark County,,5,39.917032,-83.783676,13,135959,Other opioids,TRUE
OH,2015,42381,Clermont County,,4.5,39.052084,-84.149614,17,201973,Other opioids,TRUE
OH,2015,53547,Cuyahoga County,,5.2,41.760392,-81.724217,51,1255921,Other opioids,TRUE
OH,2015,52822,Franklin County,1,4.1,39.969575,-83.006865,77,1251722,Other opioids,TRUE
OH,2015,56496,Hamilton County,1,4.5,39.196927,-84.544187,64,807598,Other opioids,TRUE
OH,2015,43109,Lake County,,4.5,41.924116,-81.392643,14,229245,Other opioids,TRUE
OH,2015,33762,Lawrence County,,5.9,38.603866,-82.517186,13,61109,Other opioids,TRUE
OH,2015,45429,Lucas County,1,5.3,41.682321,-83.468903,37,433689,Other opioids,TRUE
OH,2015,37007,Mahoning County,,6.1,41.01088,-80.770396,21,231900,Other opioids,TRUE
OH,2015,44899,Montgomery County,1,5,39.753736,-84.290591,52,532258,Other opioids,TRUE
OH,2015,42531,Ross County,,5.3,39.323818,-83.059581,11,77170,Other opioids,TRUE
OH,2015,39514,Stark County,,5.3,40.814131,-81.365667,25,375165,Other opioids,TRUE
OH,2015,47057,Summit County,1,5,41.121851,-81.534936,16,541968,Other opioids,TRUE
OH,2015,39969,Trumbull County,,6.4,41.305911,-80.768701,20,203751,Other opioids,TRUE
OH,2015,42651,Wood County,,4.3,41.360183,-83.622682,10,129730,Other opioids,TRUE
OK,2015,38190,Cleveland County,,3.5,35.206376,-97.323088,13,274458,Other opioids,TRUE
OK,2015,39252,Muskogee County,,5.1,35.617551,-95.383911,12,69699,Other opioids,TRUE
OK,2015,50107,Oklahoma County,,3.9,35.554611,-97.409401,41,776864,Other opioids,TRUE
OK,2015,48794,Tulsa County,,4.1,36.120318,-95.941813,39,639242,Other opioids,TRUE
OR,2015,40828,Lane County,2,5.8,43.928329,-122.89769,16,362895,Other opioids,TRUE
OR,2015,41563,Marion County,1,6,44.900898,-122.57626,10,330700,Other opioids,TRUE
OR,2015,53451,Multnomah County,7,4.9,45.547693,-122.417173,33,790294,Other opioids,TRUE
OR,2015,65620,Washington County,1,4.7,45.553542,-123.097615,18,574326,Other opioids,TRUE
PA,2015,57681,Allegheny County,1,5,40.469757,-79.980451,105,1230459,Other opioids,TRUE
PA,2015,47404,Cumberland County,,4,40.164805,-77.263442,19,246338,Other opioids,TRUE
PA,2015,52342,Dauphin County,,4.7,40.412565,-76.792634,14,272983,Other opioids,TRUE
PA,2015,56232,Delaware County,1,4.9,39.91667,-75.398786,11,563894,Other opioids,TRUE
PA,2015,36088,Fayette County,,7.5,39.918907,-79.640119,18,133628,Other opioids,TRUE
PA,2015,40147,Franklin County,,5,39.926685,-77.724497,12,153638,Other opioids,TRUE
PA,2015,43622,Indiana County,,6.3,40.651432,-79.087545,10,86966,Other opioids,TRUE
PA,2015,39515,Lackawanna County,,5.8,41.440284,-75.609666,20,211917,Other opioids,TRUE
PA,2015,43416,Lancaster County,1,4.1,40.041992,-76.250198,24,536624,Other opioids,TRUE
PA,2015,38822,Lawrence County,1,6.3,40.992735,-80.334446,15,88082,Other opioids,TRUE
PA,2015,40796,Monroe County,,6.5,41.05624,-75.329065,12,166397,Other opioids,TRUE
PA,2015,65500,Montgomery County,2,4.2,40.209999,-75.370201,44,819264,Other opioids,TRUE
PA,2015,45480,Northampton County,1,5.3,40.752791,-75.307447,18,300813,Other opioids,TRUE
PA,2015,54383,Washington County,,5.6,40.200005,-80.252132,18,208261,Other opioids,TRUE
RI,2015,45262,Kent County,,5.6,41.668949,-71.577634,20,164801,Other opioids,TRUE
RI,2015,53261,Providence County,1,6.4,41.869765,-71.578626,65,633473,Other opioids,TRUE
SC,2015,47371,Aiken County,,5.9,33.550013,-81.632983,24,165829,Other opioids,TRUE
SC,2015,37026,Anderson County,,5.4,34.521235,-82.638603,22,194692,Other opioids,TRUE
SC,2015,47246,Berkeley County,,5.5,33.2077,-79.953655,10,202786,Other opioids,TRUE
SC,2015,45694,Charleston County,,4.9,32.800458,-79.94248,20,389262,Other opioids,TRUE
SC,2015,35025,Dorchester County,,5.5,33.082186,-80.404697,16,152478,Other opioids,TRUE
SC,2015,45371,Greenville County,,5,34.892645,-82.372077,30,491863,Other opioids,TRUE
SC,2015,31211,Horry County,,7.1,33.909269,-78.976675,24,309199,Other opioids,TRUE
SC,2015,39262,Lexington County,,4.9,33.892589,-81.272831,30,281833,Other opioids,TRUE
SC,2015,46372,Oconee County,,5.8,34.748771,-83.061543,11,75713,Other opioids,TRUE
SC,2015,37606,Pickens County,,5.8,34.88538,-82.723376,19,121691,Other opioids,TRUE
SC,2015,44651,Richland County,,5.7,34.029095,-80.898037,20,407051,Other opioids,TRUE
SC,2015,44184,Spartanburg County,,5.7,34.93329,-81.99106,20,297302,Other opioids,TRUE
SC,2015,41144,York County,,5.5,34.970188,-81.183187,13,251195,Other opioids,TRUE
TN,2015,53594,Anderson County,,5.8,36.116731,-84.195418,13,75749,Other opioids,TRUE
TN,2015,44646,Blount County,,5.1,35.688185,-83.922973,13,127253,Other opioids,TRUE
TN,2015,32255,Campbell County,,7.9,36.401592,-84.159249,12,39752,Other opioids,TRUE
TN,2015,39302,Cheatham County,,4.8,36.255169,-87.100808,13,39741,Other opioids,TRUE
TN,2015,56121,Davidson County,,4.4,36.169129,-86.78479,72,678889,Other opioids,TRUE
TN,2015,36441,Dickson County,,5.4,36.145533,-87.364155,11,51487,Other opioids,TRUE
TN,2015,47359,Hamilton County,,5.3,35.160762,-85.197711,26,354098,Other opioids,TRUE
TN,2015,37728,Hawkins County,,6.4,36.452211,-82.931386,10,56471,Other opioids,TRUE
TN,2015,45487,Knox County,,4.6,35.992726,-83.937721,79,451324,Other opioids,TRUE
TN,2015,42162,Maury County,,5.1,35.615696,-87.077763,10,87757,Other opioids,TRUE
TN,2015,35801,Montgomery County,,5.8,36.500354,-87.380887,19,193479,Other opioids,TRUE
TN,2015,58204,Roane County,,6.4,35.847249,-84.523942,11,52753,Other opioids,TRUE
TN,2015,37235,Robertson County,,4.9,36.52753,-86.869377,10,68570,Other opioids,TRUE
TN,2015,46024,Rutherford County,,4.5,35.843369,-86.417213,31,298612,Other opioids,TRUE
TN,2015,28664,Sevier County,,6,35.80181,-83.515696,11,95946,Other opioids,TRUE
TN,2015,52566,Shelby County,,6.4,35.183794,-89.895397,45,938069,Other opioids,TRUE
TN,2015,45638,Sullivan County,,5.7,36.510213,-82.299396,14,156791,Other opioids,TRUE
TN,2015,41066,Sumner County,,4.6,36.473443,-86.459798,11,175989,Other opioids,TRUE
TN,2015,38896,Washington County,,5.5,36.295665,-82.495037,12,126302,Other opioids,TRUE
TN,2015,60855,Williamson County,,4,35.894845,-86.897886,12,211672,Other opioids,TRUE
TN,2015,41559,Wilson County,,4.6,36.148476,-86.29021,18,128911,Other opioids,TRUE
TX,2015,47201,Bexar County,,3.8,29.448671,-98.520147,13,1897753,Other opioids,TRUE
TX,2015,63735,Dallas County,,4.3,32.766987,-96.778424,31,2553385,Other opioids,TRUE
TX,2015,47176,Denton County,,3.6,33.205132,-97.12114,13,780612,Other opioids,TRUE
TX,2015,46059,Galveston County,,5,29.228366,-94.895426,11,322225,Other opioids,TRUE
TX,2015,69027,Harris County,,4.6,29.857273,-95.393037,136,4538028,Other opioids,TRUE
TX,2015,52443,Montgomery County,,4.2,30.300611,-95.494719,15,537559,Other opioids,TRUE
TX,2015,35909,Nacogdoches County,,4.7,31.62056,-94.62025,10,65664,Other opioids,TRUE
TX,2015,45818,Nueces County,,4.9,27.738737,-97.51866,10,359715,Other opioids,TRUE
TX,2015,52686,Tarrant County,,4.2,32.772119,-97.291224,29,1982498,Other opioids,TRUE
TX,2015,59789,Travis County,,3.3,30.239513,-97.69127,38,1176558,Other opioids,TRUE
UT,2015,41372,Davis County,,3.4,41.037559,-112.201943,34,336043,Other opioids,TRUE
